BIL,NEGERI,NAMA SYARIKAT,ALAMAT TETAP (SURAT MENYURAT),ALAMAT TEMPAT BERNIAGA,NO.TELEFON BIMBIT / EMEL,TARIKH SIJIL PENGIKTIRAFAN BESS,TARIKH TAMAT PENGIKTIRAFAN BESS,NO. SIRI BESS
3434,PERAK,COWBOY FOOD RESOURCES,"NO. 5, JALAN PPMP 2/1, PUSAT PERNIAGAAN MANJUNG POINT 2, SERI MANJUNG, 32040
MANJUNG, PERAK","NO. 5, JALAN PPMP 2/1, PUSAT PERNIAGAAN MANJUNG POINT 2, SERI MANJUNG, 32040
MANJUNG, PERAK",6018-9503969,04/03/2025,03/03/2028,BeA0724032-0/1
3435,PERAK,ABUYA STATION,"NO 2, JALAN MAKTAB, TANJONG MALIM, 35900 MUALLIM, PERAK","NO 9 KAFETERIA KHAR, KAMPUS SULTAN
AZLAN SHAH, PROTON CITY, TANJONG MALIM, 35900 MUALLIM, PERAK",6014-2727099,04/03/2025,03/03/2028,BeA1224013-0/1
3436,PERAK,RESTORAN MEE POKOK CHERRY,"NO.19, LORONG SERI DELIMA 3, TAMAN SERI DELIMA, DENGKIL, 43800, PERAK","NO 18, JALAN PPMP 10, TAMAN MANJUNG POINT SEKSYEN IV, SERI MANJUNG, 32040
MANJUNG, PERAK",6012-5394786,04/03/2025,03/03/2028,BeA0724020-0/1
3437,PERAK,JAGOAN AYOR ENTERPRISE,"NO 18 MAKMUR 42 TAMAN SEKIAH MAKMUR, TANJUNG MALIM, 35900 MUALLIM, PERAK","KAFETERIA KOLEJ HARUN AMINURRASYID (KHAR), KAMPUS SULTAN AZLAN SHAH, UNIVERSITI PENDIDIKAN SULTAN IDRIS SHAH, TANJUNG MALIM, 39500 MUALLIM, PERAK",6017-4501404,04/03/2025,03/03/2028,BeA1224010-0/1
3438,PERAK,ABEWA CORNER,"NO.17 GROUND FLOOR, JALAN PPMP 10 MANJUNG POINT SECTION 4, SERI MANJUNG,
32040 MANJUNG, PERAK","NO.17 GROUND FLOOR, JALAN PPMP 10 MANJUNG POINT SECTION 4, SERI MANJUNG,
32040 MANJUNG, PERAK",6019-9892450,04/03/2025,03/03/2028,BeA0724018-0/1
3439,PERAK,KAFE K CHICK,"UD 141 KAMPUNG SRIGALA TENGAH SUNGAI SELISEK, KUALA KUBU BHARU, 44020 HULU SELANGOR, SELANGOR","GERAI NO. 4, KOLEJ HARUN AMINURRASYID, UNIVERSITI PENDIDIKAN SULTAN IDRIS, TANJUNG MALIM, TANJUNG MALIM, 35900
MUALLIM, PERAK",6011-40702387,14/02/2025,13/02/2028,BeA1224006-0/1
3440,PERAK,SERI UMMIE ENTERPRISE,"NO.24, JALAN SEGAR 6, TAMAN SEGAR, TANJONG MALIM, 35900 MUALLIM, PERAK","NO 1, KAFETERIA KOLEJ HARUN AMINURRASHID, KAMPUS SULTAN AZLAN SHAH, UPSI, TANJONG MALIM, 35900
MUALLIM, PERAK",6019-2471322,14/02/2025,13/02/2028,BeA1024010-0/1
3441,PERAK,KNN JAYA ENTERPRISE,"NO.5 KAFE HARUNAMIRULRASHID, UPSI PROTON CITY, TANJONG MALIM, 35900
MUALLIM, PERAK","NO.5 KAFE HARUNAMIRULRASHID, UPSI PROTON CITY, TANJONG MALIM, 35900
MUALLIM, PERAK",6017-5004219,14/02/2025,13/02/2028,BeA1024002-0/1
3442,PERAK,REAL POPULAR SDN. BHD.,"NO. 4, JALAN DATO BAHAMAN 3, TEMERLOH, 28000 TEMERLOH, PAHANG","NO.20, GROUND FLOOR, JALAN CAHAYA,
TAMAN ANGGERIK DESA, TANJUNG MALIM, 35900 MUALLIM, PERAK",tanjungmalim@src c.com.my,14/02/2025,13/02/2028,BeA1124006-0/1
3443,PERAK,RAZAK ZAITOM ENTERPRISE,"NO, 415 RPT JELAPANG BARU, JALAN CENDERAWASIH 6, IPOH, 30020 KINTA, PERAK","CAFE VILLAGE 4 (V4 ), UNIVERSITI TEKNOLOGI PETRONAS, SERI ISKANDAR, 32610 PERAK
TENGAH, PERAK",6017-5500412,07/02/2025,06/02/2028,BeA1122020-0/1
3444,PERAK,KOPITIAM ASIA PACIFIC SDN BHD,"LOT 896, JALAN SUBANG 10, TAMAN PERINDUSTRIAN SUBANG, SUBANG JAYA,
47600 PETALING, SELANGOR","NO. 2 2A-B, JALAN JELAPANG 2, PUSAT KOMERSIAL JELAPANG, IPOH, 30020 KINTA,
PERAK",6016-5266848,07/02/2025,06/02/2028,BeA1123008-0/1
3445,PERAK,SUN TRANSFORM SDN. BHD.,"NO. 20, LINTANG BESTARI 1, PUSAT BANDAR FASA 2, PARIT BUNTAR, 34200 KERIAN, PERAK","G3, GROUND FLOOR, TAIPING MALL, JALAN
TUPAI, TAIPING, 34000 LARUT, MATANG DAN SELAMA, PERAK",6012-2881784,07/02/2025,06/02/2028,BeA1124008-0/1
3446,PERAK,INDRASHAN ENTERPRISE,"NO 6 JALAN BK 3/8A, BANDAR KINRARA, PUCHONG, 47100 PETALING, SELANGOR","D2, KAWASAN RAWAT DAN REHAT TAPAH, LEBUHRAYA UTARA SELATAN ARAH SELATAN, TAPAH, 35000 BATANG PADANG, PERAK",6017-8042680,07/02/2025,06/02/2028,BeA1124028-0/1
3447,PERAK,R & R CAFE,"NO 241 JALAN TT2/8, TAMAN TAPAH 2, TAPAH, 35000 BATANG PADANG, PERAK","NO 8 ARAH UTARA KAWASAN R&R
LEBUHRAYA UTARA SELATAN, TAPAH, 35000 BATANG PADANG, PERAK",6012-2440358,07/02/2025,06/02/2028,BeA1124013-0/1
3448,PERAK,WARUNG CHA,"NO.57, JALAN LAKEVILLE 2, BANDAR UNIVERSITI, SERI ISKANDAR, 32610 PERAK
TENGAH, PERAK","NO 39 JALAN SATU BU 3A, BANDAR SERI ISKANDAR, 32610 PERAK TENGAH, PERAK",6017-5548760,07/02/2025,06/02/2028,BeA0924014-0/1
3449,PERAK,THAN THAI SEAFOOD,"NO 30, JALAN LUMUT MUTIARA 3, TAMAN
LUMUT MUTIARA, LUMUT, 32200 MANJUNG, PERAK","NO.13A, JALAN PPMP 2/1, PUSAT
PERNIAGAAN MANJUNG POINT 2, SERI MANJUNG, 32040 MANJUNG, PERAK",6012-5415181,07/02/2025,06/02/2028,BeA0824005-0/1
3450,PERAK,TASK VENTURE QUEST SDN BHD,"2 & 2A, JALAN PP2 BANDAR UNIVERSITI, SERI ISKANDAR, 32610 PERAK TENGAH, PERAK","2 & 2A, JALAN PP2 BANDAR UNIVERSITI, SERI ISKANDAR, 32610 PERAK TENGAH, PERAK",seriiskandar@srcc. com.my,07/02/2025,06/02/2028,BeA1124011-0/1
3451,PERAK,GOLDEN DONUTS SDN BHD,"GOLDEN DONUTS SDN BHD, LOT 4, LORONG ENGGANG 37, ULU KELANG INDUSTRIAL AREA, SELANGOR DARUL EHSAN, 68000 GOMBAK,
SELANGOR","KAWASAN HENTIAN LADANG BIKAM, ARAH U/S (PLUS), MUKIM BIDOR, SUNGKAI, 35600 BATANG PADANG, PERAK",6012-6841045,07/02/2025,06/02/2028,BeA0524024-0/1
3452,PERAK,SECRET RECIPE CAKES & CAFE SDN. BHD.,"NO 42 1ST FLOOR JALAN SS 25/28 TAMAN MAYANG, PETALING JAYA, 47301 PETALING,
SELANGOR","12GF PERSIARAN KUALA KANGSAR 1, TAMAN MUHIBBAH BARU, IPOH, 30010 KINTA, PERAK",6017-5753720,04/02/2025,03/02/2028,BeA0724024-0/1
3453,PERAK,EASY MERIT SDN BHD,"NO 14 JALAN SHARIFF HASSAN, HAPPY PARK, JALAN KAMUNTING, KAMUNITING, 34600 LARUT, MATANG DAN SELAMA, PERAK","G13, AEON MALL TAIPING, JALAN KAMUNTING, KAMUNTING, 34600 LARUT, MATANG DAN SELAMA, PERAK",6012-5057767,04/02/2025,03/02/2028,BeA1124002-0/1
3454,PERAK,RESTORAN DE 5 MERAH,"NO 57, JALAN BERNAM 7/3, TAMAN BERNAM
FASA 2, TANJUNG MALIM, 35900 MUALLIM, PERAK","GERAI NO 6, KOLEJ UNGKU OMAR, UPSI, TANJUNG MALIM, 35900 MUALLIM, PERAK",mirzafaizal91@gm ail.com,04/02/2025,03/02/2028,BeA1124021-0/1
3455,PERAK,SECRET RECIPE CAKES & CAFE SDN. BHD.,"NO 42 1ST FLOOR JALAN SS 25/28 TAMAN
MAYANG, PETALING JAYA, 47301 PETALING, SELANGOR","11 JALAN MERU BESTARI B3, MEDAN MERU BESTARI, IPOH, 30020 KINTA, PERAK",6017-6889934,04/02/2025,03/02/2028,BeA0724033-0/1
3456,PERAK,SECRET RECIPE CAKES & CAFE SDN. BHD.,"NO 42 1ST FLOOR JALAN SS 25/28 TAMAN MAYANG, PETALING JAYA, 47301 PETALING,
SELANGOR","21 GF JALAN SILIBIN, PUSAT PERNIAGAAN PERTAMA, IPOH, 30100 KINTA, PERAK",6017-6889934,04/02/2025,03/02/2028,BeA0724023-0/1
3457,PERAK,THE SPICE SEAFOOD SDN. BHD.,"NO 20, JALAN PJU3/47, SUNWAY DAMANSARA, PETALING JAYA, 47810
PETALING, SELANGOR","5, 27, LEBOH RAYA TURF CLUB (1055C), JALAN TAMBUN, IPOH, 31400 KINTA, PERAK",6014-3060102,04/02/2025,03/02/2028,BeA0124010-0/1
3458,PERAK,TRAVERSE TOURS SDN BHD,"NO.17, JALAN RAJA UDANG 1B, KINGFISHER PARK PHASE 2, KOTA KINABALU, 88468 KOTA KINABALU KOTA KINABALU, SABAH","RIVERBUG PERAK, 9, ULU RIVER LODGE, JLN KG RAWA, KG JAHANG KAMPAR, KAMPAR, 31600 GOPENG & KAMPAR, PERAK",6019-8211902,04/02/2025,03/02/2028,BeA0624009-0/1
3459,PERAK,"FASYA AMIR
ENTERPRISE","53 JALAN TASEK BARAT 2 TAMAN ANDA, IPOH,
31400 KINTA, PERAK","G G3, LOTUS BERCHAM, IPOH, 31400 KINTA,
PERAK",6012-5554671,04/02/2025,03/02/2028,BeA0824006-0/1
3460,PERAK,RESTORAN THAINESE MANJUNG,"NO.125, TAMAN RAJA MUDA MUSA, SITIAWAN, 32000 MANJUNG, PERAK","NO.107, PERSIARAN PM 2/5, PUSAT BANDAR
SEKSYEN 2, SERI MANJUNG, 32040 MANJUNG, PERAK",6016-5152100,03/12/2024,02/12/2027,BeA0922001-0/1
3461,PERAK,ARIEYUN ENTERPRISE,"GERAI LAKSA AYU, NO.2, MEDAN CENDOL DAN LAKSA, JALAN SYAHBANDAR, KUALA KANGSAR,
33000 KUALA KANGSAR, PERAK","GERAI NO. 2, MEDAN CENDOL DAN LAKSA JALAN SYAHBANDAR, 33000 KUALA KANGSAR,
PERAK",6019-4541204,03/12/2024,02/12/2027,BeA1123009-0/1
3462,PERAK,KOPITIAM ASIA PACIFIC SDN BHD,"LOT 896, JALAN SUBANG 10, TAMAN PERINDUSTRIAN SUBANG, SUBANG JAYA,
47600 PETALING, SELANGOR","LOT G.27 & G.28, RAPID MALL SERI INTAN, JALAN CHANGKAT JONG, TELUK INTAN, 36000
HILIR PERAK, PERAK",weisun.chan@jdec offee.com,03/12/2024,02/12/2027,BeA0724035-0/1
3463,PERAK,MY FOODIE DELIGHT ENTERPRISE,"NO 1 TAMAN PUN CHUN, BIDOR, 35500 BATANG PADANG, PERAK","TPHNB-F7 & TPHNB-F8, KAWASAN R&R TAPAH (ARAH UTARA),LEBUHRAYA UTARA SELATAN, KAWASAN TAPAH, TAPAH, 35000 BATANG
PADANG, PERAK",6012-52566652,03/12/2024,02/12/2027,BeA0924010-0/1
3464,PERAK,KOPITIAM ASIA PACIFIC SDN BHD,"LOT 896, JALAN SUBANG 10, TAMAN
PERINDUSTRIAN SUBANG, SUBANG JAYA, 47600 PETALING, SELANGOR","NO. 1 & 3, JALAN SAMBATHAN, IPOH, 30000 KINTA, PERAK",weisun.chan@jdec offee.com,03/12/2024,02/12/2027,BeA0724037-0/1
3465,PERAK,KOPITIAM ASIA PACIFIC SDN BHD,"LOT 896, JALAN SUBANG 10, TAMAN
PERINDUSTRIAN SUBANG, SUBANG JAYA, 47600 PETALING, SELANGOR","NO. 18 & 20, JALAN MEDAN IPOH 4, BANDAR
BARU MEDAN IPOH, IPOH, 31400 KINTA, PERAK",weisun.chan@jdec offee.com,03/12/2024,02/12/2027,BeA0724040-0/1
3466,PERAK,HARRAZ HANIF ENTERPRISE,"NO 2, JALAN MAJU AMAN 1, TAMAN MAJU, SERI ISKANDAR, 32610 PERAK TENGAH, PERAK","KAFE HARRAZ, KAFE VILLAGE 6, UNIVERSITI
TEKNOLOGI PETRONAS, SERI ISKANDAR, 32610 PERAK TENGAH, PERAK",6011-13081213,03/12/2024,02/12/2027,BeA0824032-0/1
3467,PERAK,GOLDEN DONUTS SDN BHD,"GOLDEN DONUTS SDN BHD, LOT 4, LORONG ENGGANG 37, ULU KELANG INDUSTRIAL AREA, SELANGOR DARUL EHSAN, 68000 GOMBAK,
SELANGOR","LOT C2, KAWASAN R&R ARAH SELATAN, LEBUHRAYA UTARA SELATAN KAWASAN TAPAH, TAPAH, 35000 BATANG PADANG,
PERAK",6012-6841045,03/12/2024,02/12/2027,BeA0524023-0/1
3468,PERAK,HIGHWAY FRUITS SHOP SDN BHD,TIADA MAKLUMAT,"GERAI BUAH, KAWASAN R&R (ARAH UTARA),LEBUHRAYA UTARA SELATAN, KAWASAN TAPAH, TAPAH, 35000 BATANG
PADANG, PERAK",6012-5206652,03/12/2024,02/12/2027,BeA0824014-0/1
3469,PERAK,ASMAH LAILY ENTERPRISE,"NO.1, JALAN BENDAHARA, BUKIT CHANDAN, KUALA KANGSAR, 33000 KUALA KANGSAR,
PERAK","NO. 9, MEDAN SELERA CENDOL LAKSA, JALAN SYAHBANDAR, KUALA KANGSAR, 33000 KUALA
KANGSAR, PERAK",6019-4971257,03/12/2024,02/12/2027,BeA0824031-0/1
3470,PERAK,KOPITIAM ASIA PACIFIC SDN BHD,"LOT 896, JALAN SUBANG 10, TAMAN
PERINDUSTRIAN SUBANG, SUBANG JAYA, 47600 PETALING, SELANGOR","B-22, REGAT KOMERSIAL 2, PUSAT KOMERSIAL
SIMPANG EMPAT, HUTAN MELINTANG, 36400 HILIR PERAK, PERAK",6012-6517706,03/12/2024,02/12/2027,BeA0524026-0/1
3471,PERAK,KOPITIAM ASIA PACIFIC SDN BHD,"LOT 896, JALAN SUBANG 10, TAMAN
PERINDUSTRIAN SUBANG, SUBANG JAYA, 47600 PETALING, SELANGOR","NO 3 & 3A, JALAN BATU KARANG OFF JALAN
BATU SINAR, KAMPAR, 31900 GOPENG & KAMPAR, PERAK",weisun.chan@jdec offee.com,03/12/2024,02/12/2027,BeA0724039-0/1
3472,PERAK,"TAIYO BENTO HOUSE
(M) SDN.BHD.","18 PRSN PERUSAHAAN KLEDANG UTARA 1/1, KAWASAN PERINDUSTRIAN CHANDAN RAYA,
MENGLEMBU, 31450 KINTA, PERAK","7 & 9, MEDAN IPOH 1D, MEDAN IPOH BESTARI, IPOH, 31400 KINTA, PERAK",6012-5035202,15/11/2024,14/11/2027,BeA1221013-0/1
3473,PERAK,LIFE STORY CAFE,"NO 92, KAMPUNG RAJA HITAM, AYER TAWAR, 32400 MANJUNG, PERAK","NO 34, JALAN SEJAHTERA 4, MEDAN SEJAHTERA, SITIAWAN, 32000 MANJUNG,
PERAK",6012-4121077,15/11/2024,14/11/2027,BeA1122006-0/1
3474,PERAK,MANJUNG DELIGHTS,"NO 78 & 79, JALAN PMPP 3/3, PUSAT PERNIAGAAN MANJUNG POINT 3, SERI
MANJUNG, 32040 MANJUNG, PERAK","NO 78 & 79, JALAN PMPP 3/3, PUSAT PERNIAGAAN MANJUNG POINT 3, SERI
MANJUNG, 32040 MANJUNG, PERAK",6019-7311301,15/11/2024,14/11/2027,BeA0322023-0/1
3475,PERAK,MEKAR BIZ,"NO.30, JALAN PERMAI 2/2, TAMAN PERMAI 2, BIDOR, 35000, PERAK","HENTIAN REHAT DAN RAWAT TAPAH SELATAN, TAPAH, 35000 BATANG PADANG,
PERAK",6012-9137959,15/11/2024,14/11/2027,BeA0824016-0/1
3476,PERAK,KOPITIAM ASIA PACIFIC SDN BHD,"LOT 896, JALAN SUBANG 10, TAMAN
PERINDUSTRIAN SUBANG, SUBANG JAYA, 47600 PETALING, SELANGOR","LOT 379450 PERSIARAN LAPANGAN SIBER 1,
BANDAR SERI BOTANI, IPOH, 31350 KINTA, PERAK",6016-5682266,15/11/2024,14/11/2027,BeA0724042-0/1
3477,PERAK,KOPITIAM ASIA PACIFIC SDN BHD,"LOT 896, JALAN SUBANG 10, TAMAN PERINDUSTRIAN SUBANG, SUBANG JAYA,
47600 PETALING, SELANGOR","NO 2, JALAN PANGLIMA, IPOH, 30000 KINTA, PERAK",6016-5266848,15/11/2024,14/11/2027,BeA0724048-0/1
3478,PERAK,TAN SUT MOI,TIADA MAKLUMAT,"GERAI NO.10, KAWASAN R & R ARAH SELATAN, PLUS TAPAH, TAPAH, 35000 BATANG PADANG,
PERAK",6012-5204148,15/11/2024,14/11/2027,BeA06200004-1/1
3479,PERAK,ZHOULADE ENTERPRISE,"NO.18, TAMAN ANSON, TANJUNG MALIM, 35900 MUALLIM, PERAK","GERAI NO.6, KAFETERIA KOLEJ HARUN AMINURRASHID (KHAR), UPSI KAMPUS PROTON CITY, UPSI, TANJONG MALIM, 35900
MUALLIM, PERAK",6017-6126375,15/11/2024,14/11/2027,BeA0924013-0/1
3480,PERAK,SECRET RECIPE CAKES & CAFE SDN. BHD.,"NO 42 1ST FLOOR JALAN SS 25/28 TAMAN
MAYANG, PETALING JAYA, 47301 PETALING, SELANGOR","280 (GROUND FLOOR) JALAN RAJA DR NAZRIN SHAH, IPOH, 31350 KINTA, PERAK",6017-5753720,15/11/2024,14/11/2027,BeA0724021-0/1
3481,PERAK,KOPITIAM ASIA PACIFIC SDN BHD,"LOT 896, JALAN SUBANG 10, TAMAN
PERINDUSTRIAN SUBANG, SUBANG JAYA, 47600 PETALING, SELANGOR","NO. 2 & 2A PERSIARAN TUGU, JALAN WAN MOHD SALLEH, IPOH, 30450 KINTA, PERAK",weisun.chan@jdec offee.com,15/11/2024,14/11/2027,BeA0524029-0/1
3482,PERAK,HIGHWAY FRUITS SHOP SDN BHD,TIADA MAKLUMAT,"GERAI BUAH-BUAHAN, KAWASAN R&R (ARAH SELATAN),LEBUHRAYA UTARA SELATAN KAWASAN TAPAH, TAPAH, 35000 BATANG
PADANG, PERAK",6012-5256652,15/11/2024,14/11/2027,BeA0824015-0/1
3483,PERAK,ZCT MAJU JAYA ENTERPRISE,"KAMPUNG KUALA SUNGAI RAMBUTAN, SELAMA, 34140 LARUT, MATANG DAN
SELAMA, PERAK","JALAN BESAR, 34100 LARUT, MATANG DAN SELAMA, PERAK",6011-20561005,15/11/2024,14/11/2027,BeA0224001-0/1
3484,PERAK,SECRET RECIPE CAKES & CAFE SDN. BHD.,"NO 42 1ST FLOOR JALAN SS 25/28 TAMAN
MAYANG, PETALING JAYA, 47301 PETALING, SELANGOR","133E, JALAN DATO LAU PAK KHUAN, TAMAN IPOH, IPOH, 31400 KINTA, PERAK",6017-5753720,15/11/2024,14/11/2027,BeA0724025-0/1
3485,PERAK,KOPITIAM ASIA PACIFIC SDN BHD,"LOT 896, JALAN SUBANG 10, TAMAN PERINDUSTRIAN SUBANG, SUBANG JAYA, 47600 PETALING, SELANGOR","LOT G-07, GROUND FLOOR, AEON MALL TAIPING, JALAN KAMUNTING, TAIPING, 34600 LARUT, MATANG DAN SELAMA, PERAK",weisun.chan@jdec offee.com,15/11/2024,14/11/2027,BeA0124026-0/1
3486,PERAK,BENG YING TRADING,"LOT 3554, JALAN SLIM LAMA TAMAN SLIM LAMA, TANJUNG MALIM, 35900, PERAK","NO.6, KAWASAN REHAT DAN RAWAT ARAH SELATAN, PROJEK LEBUHRAYA UTARA SELATAN, TAPAH, 35000 BATANG PADANG,
PERAK",6012-5169636,15/11/2024,14/11/2027,BeA0921038-1/1
3487,PERAK,Z & G MAJU ENTERPRISE,"PT 678, RUMAH AWAM 3, JALAN SLIM LAMA, TANJONG MALIM, 35900 MUALLIM, PERAK","UNCLE BOB (Z&G MAJU ENTERPRISE), KAFETERIA KOLEJ HARUN AMINURRASHID (KHAR), UPSI KAMPUS PROTON CITY,
TANJONG MALIM, 35900 MUALLIM, PERAK",6017-6935031,15/11/2024,14/11/2027,BeA0924009-0/1
3488,PERAK,SALUTE CAFE,"NO 8, KAWASAN REHAT & RAWAT TAPAH SELATAN, PROJEK LEBUHRAYA UTARA SELATAN PLUS TAPAH, TAPAH, 35000 BATANG
PADANG, PERAK","NO 8, KAWASAN REHAT & RAWAT, R&R TAPAH ARAH SELATAN, TAPAH, 35000 BATANG PADANG, PERAK",6012-5298666,15/11/2024,14/11/2027,BeA0724046-0/1
3489,PERAK,BERJAYA KRISPY KREME DOUGHNUTS SDN BHD,"BERJAYA KRISPY KREME DOUGHNUT SDN. BHD, LOT 07-33, LEVEL 7 (WEST WING), BERJAYA TIMES SQUARE, NO 1 JALAN IMBI, KUALA LUMPUR, 55100 LEMBAH PANTAI,
WILAYAH PERSEKUTUAN KUALA LUMPUR","G55 GROUND FLOOR, AEON TAIPING, JALAN KAMUNTING, TAIPING, 34600 LARUT, MATANG DAN SELAMA, PERAK",6019-3168403,15/11/2024,14/11/2027,BeA0724010-0/1
3490,PERAK,PHILOMENA ENTERPRISE,"LOT 372, KAMPUNG CEGAR, JALAN SUNGKAI, BIDOR, 35500, PERAK","GERAI NO.11. ARAH SELATAN KAWASAN REHAT TAPAH, TAPAH, 35000 BATANG
PADANG, PERAK",6012-5691640,15/11/2024,14/11/2027,BeA0724019-0/1
3491,PERAK,THE BAKERS HUT SDN BHD,"NO. 163A, JALAN BUNGA RAYA, TAMAN
BUNGA RAYA, KG. KOH, SITIAWAN, 32000 MANJUNG, PERAK","NO.128, TKT BWH, JALAN PPMP 3/3, PUSAT
PERNIAGAAN MANJUNG III, SERI MANJUNG, 32040 MANJUNG, PERAK",6018-2307277,27/09/2024,26/09/2027,BeA09200009-1/1
3492,PERAK,LEO TOAST CAFE,"NO 62, JALAN RAJA OMAR., TAMAN SURIA 2,
SITIAWAN, 32000 MANJUNG, PERAK","NO 19 BAWAH, JALAN BELAKANG KG.KOH,
SITIAWAN, 32000 MANJUNG, PERAK",6017-2149099,27/09/2024,26/09/2027,BeA0923016-0/1
3493,PERAK,KOPITIAM ASIA PACIFIC SDN BHD,"LOT 896, JALAN SUBANG 10, TAMAN PERINDUSTRIAN SUBANG, SUBANG JAYA,
47600 PETALING, SELANGOR","NO. 62 62A, LALUAN PERUSAHAAN MENGLEMBU 1, KAWASAN PERUSAHAAN
MENGLEMBU, IPOH, 31450 KINTA, PERAK",weisun.chan@jdec offee.com,27/09/2024,26/09/2027,BeA0524028-0/1
3494,PERAK,PANGKOR VILLAGE BEACH RESORT,"NO 156, KAMPUNG TELUK KECIL, PANGKOR, 32300 MANJUNG, PERAK","PANGKOR VILLAGE BEACH RESORT, JALAN
PANTAI PASIR BOGAK, PANGKOR, 32300 MANJUNG, PERAK",6012-4172227,27/09/2024,26/09/2027,BeA0524032-0/1
3495,PERAK,KOPITIAM ASIA PACIFIC SDN BHD,"LOT 896, JALAN SUBANG 10, TAMAN
PERINDUSTRIAN SUBANG, SUBANG JAYA, 47600 PETALING, SELANGOR","NO. 29, JALAN BERCHAM, MEDAN BERCHAM SELATAN, IPOH, 31400 KINTA, PERAK",weisun.chan@jdec offee.com,27/09/2024,26/09/2027,BeA0524027-0/1
3496,PERAK,QL MAXINCOME SDN BHD,"NO 16A, JALAN ASTAKA U8/83, BUKIT
JELUTONG, SHAH ALAM, 40150 PETALING, SELANGOR","NO.4 (GROUND FLOOR), PERSIARAN
GREENTOWN 10, GREENTOWN BUSINESS CENTRE, IPOH, 30450 KINTA, PERAK","fm-
licenseapp@ql.co m.my",27/09/2024,26/09/2027,BeA0724007-0/1
3497,PERAK,PESONA VENTURES SUPPLIES,"NO. 30-A, KAMPUNG TELUK SUNGAI DURIAN, BONGOR, BALING, 09100 BALING, KEDAH","NO. 21, JALAN PPMP 10, TAMAN MANJUNG
POINT SEKSYEN IV, SERI MANJUNG, 32040 MANJUNG, PERAK",6011-26408875,27/09/2024,26/09/2027,BeA0724013-0/1
3498,PERAK,UPSI HOLDINGS SDN BHD,"PUSAT LATIHAN HOSPITALITI - SCHOLAR'S SUITES, UNIVERSITI PENDIDIKAN SULTAN IDRIS, KAMPUS SULTAN AZLAN SHAH, TG
MALIM, 35900 MUALLIM, PERAK","UNIVERSITI PENDIDIKAN SULTAN IDRIS, KAMPUS SULTAN AZLAN SHAH, TG MALIM, 35900 MUALLIM, PERAK",6019-4474922,27/09/2024,26/09/2027,BeA0824029-0/1
3499,PERAK,SECRET RECIPE CAKES & CAFE SDN. BHD.,"NO 42 1ST FLOOR JALAN SS 25/28 TAMAN
MAYANG, PETALING JAYA, 47301 PETALING, SELANGOR","G44, IPOH PARADE, JALAN SULTAN ABDUL JALIL, IPOH, 30450 KINTA, PERAK",6017-5753720,27/09/2024,26/09/2027,BeA0724026-0/1
3500,PERAK,IPOH SPECIALIST HOSPITAL SDN BHD,"KPJ IPOH SPECIALIST HOSPITAL, NO.26, JALAN RAJA DIHILIR, IPOH, 30350 KINTA, PERAK","26, JALAN RAJA DIHILIR, IPOH, 30350 KINTA, PERAK",kpjipoh@kpjipoh.c om,27/09/2024,26/09/2027,BeA0524017-0/1
3501,PERAK,SECRET RECIPE CAKES & CAFE SDN. BHD.,"NO 42 1ST FLOOR JALAN SS 25/28 TAMAN
MAYANG, PETALING JAYA, 47301 PETALING, SELANGOR","70 GF PERSIARAN GREENTOWN 1,
GREENTOWN BUSINESS CENTRE, IPOH, 30450 KINTA, PERAK",6017-5753720,27/09/2024,26/09/2027,BeA0824003-0/1
3502,PERAK,RAY ILHAM TRADING,"47, LEBUH BUKIT KECIL 2, TAMAN SRI NIBONG, SG NIBONG, BAYAN LEPAS, 11900 BARAT DAYA, PULAU PINANG","GERAI MASAKAN CINA & ALA CARTE, KAFETERIA HOSPITAL RAJA PERMAISURI BAINUN, JALAN HOSPITAL, IPOH, 30450 KINTA,
PERAK",6012-5119786,26/08/2024,25/08/2027,BeA1122010-0/1
3503,PERAK,RAY ILHAM TRADING,"47, LEBUH BUKIT KECIL 2, TAMAN SRI NIBONG, SG NIBONG, BAYAN LEPAS, 11900 BARAT DAYA, PULAU PINANG","GERAI JUS BUAH-BUAHAN, KAFETERIA HOSPITAL RAJA PERMAISURI BAINUN, JALAN HOSPITAL, IPOH, 30450 KINTA, PERAK",6012-5119786,26/08/2024,25/08/2027,BeA1122014-0/1
3504,PERAK,RAY ILHAM TRADING,"47, LEBUH BUKIT KECIL 2, TAMAN SRI NIBONG,
SG NIBONG, BAYAN LEPAS, 11900 BARAT DAYA, PULAU PINANG","GERAI NASI KANDAR, KAFETERIA HOSPITAL
RAJA PERMAISURI BAINUN, JALAN HOSPITAL, IPOH, 30450 KINTA, PERAK",6012-5119786,26/08/2024,25/08/2027,BeA1122015-0/1
3505,PERAK,RAY ILHAM TRADING,"47, LEBUH BUKIT KECIL 2, TAMAN SRI NIBONG, SG NIBONG, BAYAN LEPAS, 11900 BARAT DAYA, PULAU PINANG","GERAI NASI LEMAK/NASI KERABU, KAFETERIA HOSPITAL RAJA PERMAISURI BAINUN, JALAN HOSPITAL, IPOH, 30450 KINTA, PERAK",6012-5119786,26/08/2024,25/08/2027,BeA1122019-0/1
